year,decade_code,title,director,writer,plot,clean_test,budget,domgross,intgross,budget_2013,domgross_2013,intgross_2013,metascore,imdb_rating,awards
2013,1,The Smurfs 2,Raja Gosnell,"J. David Stem (screenplay), David N. Weiss (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), Karey Kirkpatrick (screenplay), J. David Stem (story), David N. Weiss (story), Jay Scherick (story), David Ronn (story), Peyo (characters and works)","The Smurfs team up with their human friends to rescue Smurfette, who has been kidnapped by Gargamel since she knows a secret spell that can turn the evil sorcerer's newest creation - creatures called the Naughties - into real Smurfs.",ok,110000000,71017784,348545841,110000000,71017784,348545841,34,5.4,8 nominations.
2013,1,The To Do List,Maggie Carey,Maggie Carey (screenplay),"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.",ok,1500000,3491669,3491669,1500000,3491669,3491669,61,5.8,N/A
2013,1,The Way Way Back,"Nat Faxon, Jim Rash","Nat Faxon, Jim Rash","Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park.",ok,5000000,21502690,26161443,5000000,21502690,26161443,68,7.5,3 wins & 17 nominations.
2013,1,The Wolf of Wall Street,Martin Scorsese,"Terence Winter (screenplay), Jordan Belfort (book)","Based on the true story of Jordan Belfort, from his rise to a wealthy stockbroker living the high life to his fall involving crime, corruption and the federal government.",notalk,100000000,115702857,365702857,100000000,115702857,365702857,75,8.5,Nominated for 5 Oscars. Another 17 wins & 62 nominations.
2013,1,The Wolverine,James Mangold,"Mark Bomback (screenplay), Scott Frank (screenplay)","When Wolverine is summoned to Japan by an old acquaintance, he is embroiled in a conflict that forces him to confront his own demons.",ok,115000000,132556852,416456852,115000000,132556852,416456852,60,6.8,1 win & 5 nominations.
2013,1,The World&#39;s End,NA,NA,NA,men,20000000,26004851,46578821,20000000,26004851,46578821,NA,NA,NA
2013,1,This Is the End,"Evan Goldberg, Seth Rogen","Seth Rogen (screenplay), Evan Goldberg (screenplay), Seth Rogen (screen story), Evan Goldberg (screen story), Jason Stone (based on the short film ""Jay and Seth vs. The Apocalypse"" by)","While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",notalk,32000000,101470202,126294264,32000000,101470202,126294264,67,6.9,4 wins & 10 nominations.
2013,1,Thor: The Dark World,Alan Taylor,"Christopher Yost (screenplay), Christopher Markus (screenplay), Stephen McFeely (screenplay), Don Payne (story), Robert Rodat (story), Stan Lee (comic book), Larry Lieber (comic book), Jack Kirby (comic book)","When Jane Foster is possessed by a great power, Thor must protect her from a new threat of old times: the Dark Elves.",dubious,170000000,204674790,631674790,170000000,204674790,631674790,54,7.3,10 nominations.
2013,1,Trance,Danny Boyle,"Joe Ahearne (screenplay), John Hodge (screenplay), Joe Ahearne (story)",An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,nowomen,16000000,2322593,22594052,16000000,2322593,22594052,61,7,4 wins & 2 nominations.
2013,1,Turbo,David Soren,"Darren Lemke (screenplay), Robert D. Siegel (screenplay), David Soren (screenplay)",A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,dubious,135000000,83028130,283828130,135000000,83028130,283828130,58,6.5,1 win & 10 nominations.
2013,1,Warm Bodies,Jonathan Levine,"Jonathan Levine (screenplay), Isaac Marion (novel)","After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.",men,30000000,66380662,116643610,30000000,66380662,116643610,59,7,1 win & 7 nominations.
2013,1,We&#39;re the Millers,NA,NA,NA,ok,37000000,150394119,270000119,37000000,150394119,270000119,NA,NA,NA
2013,1,White House Down,Roland Emmerich,James Vanderbilt,"While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",men,150000000,73103784,205440387,150000000,73103784,205440387,52,6.4,1 win & 6 nominations.
2013,1,World War Z,Marc Forster,"Matthew Michael Carnahan (screenplay), Drew Goddard (screenplay), Damon Lindelof (screenplay), Matthew Michael Carnahan (screen story), J. Michael Straczynski (screen story), Max Brooks (based on the novel by)","United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.",dubious,190000000,202359711,539559711,190000000,202359711,539559711,63,7.1,1 win & 10 nominations.
2012,1,Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,"Seth Grahame-Smith (screenplay), Seth Grahame-Smith (based on the novel by)","Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them.",dubious,67500000,37519139,115119139,68488103,38068365,116804318,42,6,1 nomination.
2012,1,Act of Valor,"Mike McCoy, Scott Waugh",Kurt Johnstad,An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.,nowomen,12000000,70012847,82497035,12175663,71037735,83704673,40,6.5,Nominated for 1 Golden Globe. Another 1 win & 6 nominations.
2012,1,Amour,Michael Haneke,Michael Haneke (screenplay),"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",dubious,9700000,6738954,25915719,9841994,6837603,26295088,94,7.8,Won 1 Oscar. Another 53 wins & 38 nominations.
2012,1,Anna Karenina,Joe Wright,"Tom Stoppard (screenplay), Leo Tolstoy (novel)","In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",men,49000000,12816367,70735540,49717290,13003980,71771007,63,6.6,Won 1 Oscar. Another 16 wins & 37 nominations.
2012,1,Argo,Ben Affleck,"Chris Terrio (screenplay), Tony Mendez (based on a selection from ""The Master of Disguise"" by), Joshuah Bearman (based on the Wired Magazine article ""The Great Escape"" by)","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1980.",ok,44500000,136025503,221300694,45151416,138016721,224540219,86,7.8,Won 3 Oscars. Another 66 wins & 77 nominations.
2012,1,Battleship,Peter Berg,"Jon Hoeber, Erich Hoeber",A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.,notalk,209000000,65235400,304142720,212059460,66190353,308594933,41,5.9,3 wins & 12 nominations.
2012,1,Beasts of the Southern Wild,Benh Zeitlin,"Lucy Alibar (screenplay), Benh Zeitlin (screenplay), Lucy Alibar (stage play ""Juicy and Delicious"")","Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love.",dubious,1800000,12795746,21080058,1826349,12983057,21388640,86,7.3,Nominated for 4 Oscars. Another 66 wins & 66 nominations.
2012,1,Blue Like Jazz,Steve Taylor,"Donald Miller (screenplay), Donald Miller (story), Ben Pearson (screenplay), Steve Taylor (screenplay)","Don, a nineteen-year-old sophomore at a Texas junior college, tries to escape his Bible Belt upbringing for life in the Pacific Northwest at the most godless campus in America.",ok,1200000,595018,595018,1217566,603728,603728,48,6,N/A
2012,1,Brave,"Mark Andrews, Brenda Chapman, Steve Purcell","Brenda Chapman (story), Mark Andrews (screenplay), Steve Purcell (screenplay), Brenda Chapman (screenplay), Irene Mecchi (screenplay), Michael Arndt (additional screenplay material)","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",ok,185000000,237282182,554606532,187708135,240755653,562725176,69,7.2,Won 1 Oscar. Another 13 wins & 27 nominations.
2012,1,Bullet to the Head,Walter Hill,"Alessandro Camon (screenplay), Alexis Nolent (based on the graphic novel ""Du plomb dans la tête"" by), Colin Wilson (based on the graphic novel ""Du plomb dans la tête"" illustrated by)","After watching their respective partners die, a New Orleans hitman and a Washington D.C. detective form an alliance in order to bring down their common enemy.",nowomen,55000000,9489829,13561515,55805121,9628746,13760036,48,5.8,1 nomination.
2012,1,Chernobyl Diaries,Bradley Parker,"Oren Peli (screenplay), Carey Van Dyke (screenplay), Shane Van Dyke (screenplay), Oren Peli (story)","Six tourists hire an extreme tour guide who takes them to the abandoned city Pripyat, the former home to the workers of the Chernobyl nuclear reactor. During their exploration, they soon discover they are not alone.",notalk,1000000,18119640,38390020,1014639,18384886,38951995,NA,5,1 nomination.
2012,1,Chronicle,Josh Trank,"Max Landis (screenplay), Max Landis (story), Josh Trank (story)","Whilst attending a party, three high school friends gain superpowers after making an incredible discovery underground. Soon, though, they find their lives spinning out of control and their bond tested as they embrace their darker sides.",notalk,12000000,64575175,127075175,12175663,65520463,128935373,69,7.1,1 win & 2 nominations.
2012,1,Cloud Atlas,"Tom Tykwer, Andy Wachowski, Lana Wachowski","David Mitchell (novel), Lana Wachowski (written for the screen by), Tom Tykwer (written for the screen by), Andy Wachowski (written for the screen by)","An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",ok,102000000,27108272,126018564,103493134,27505098,127863295,55,7.6,Nominated for 1 Golden Globe. Another 14 wins & 26 nominations.
2012,1,Contraband,Baltasar Kormákur,"Aaron Guzikowski (screenplay), Arnaldur Indriðason (film ""Reykjavik-Rotterdam""), Óskar Jónasson (film ""Reykjavik-Rotterdam"")","To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills.",ok,25000000,66528000,98406855,25365964,67501874,99847390,51,6.5,N/A
2012,1,Django Unchained,Quentin Tarantino,Quentin Tarantino,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",notalk,100000000,162805434,425373688,101463857,165188672,431600549,81,8.5,Won 2 Oscars. Another 36 wins & 58 nominations.
2012,1,Flight,Robert Zemeckis,John Gatins,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",dubious,31000000,93772375,161772375,31453796,95145068,164140491,76,7.3,Nominated for 2 Oscars. Another 11 wins & 31 nominations.
2012,1,Frankenweenie,Tim Burton,"Leonard Ripps, Tim Burton (original idea), John August (screenplay)","Young Victor conducts a science experiment to bring his beloved dog Sparky back to life, only to face unintended, sometimes monstrous, consequences.",nowomen,39000000,35287788,81150788,39570904,35804351,82338719,74,7,Nominated for 1 Oscar. Another 12 wins & 27 nominations.
2012,1,Hannibal,NA,NA,NA,ok,87000000,165092266,350100280,88273555,167508980,355225246,NA,NA,NA
2012,1,Hotel Transylvania,Genndy Tartakovsky,"Peter Baynham (screenplay), Robert Smigel (screenplay), Todd Durham (story), Dan Hageman (story), Kevin Hageman (story)","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.",ok,85000000,148313048,359222014,86244278,150484138,364480509,47,7.1,Nominated for 1 Golden Globe. Another 3 wins & 11 nominations.
2012,1,Jack Reacher,Christopher McQuarrie,"Christopher McQuarrie (screenplay), Lee Child (based on the book ""One Shot"" by)",A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,notalk,60000000,80070736,217370736,60878314,81242857,220552732,50,7,1 win & 3 nominations.
2012,1,Jagten,NA,NA,NA,men,3450000,687185,687185,3500503,697244,697244,NA,NA,NA
2012,1,John Carter,Andrew Stanton,"Andrew Stanton (screenplay), Mark Andrews (screenplay), Michael Chabon (screenplay), Edgar Rice Burroughs (story)","Transplanted to Mars, a Civil War vet discovers a lush planet inhabited by 12-foot tall barbarians. Finding himself a prisoner of these creatures, he escapes, only to encounter a princess who is in desperate need of a savior.",ok,275000000,73058679,282778100,279025606,74128153,286917566,51,6.6,1 win & 4 nominations.
